assignment_id,assignment_name,team_id,team_name,round_number,reviewer_participant_id,reviewer_name,response_id,total_score_percent
1028,OSS project & documentation,33392,Team_7695,1,44650,student8992,131226,100.00
1028,OSS project & documentation,33392,Team_7695,1,44652,student8996,131200,92.50
1028,OSS project & documentation,33392,Team_7695,1,44655,student8999,131163,92.50
1028,OSS project & documentation,33392,Team_7695,1,44665,student9014,131108,75.00
1028,OSS project & documentation,33392,Team_7695,1,44669,student9019,131181,80.00
1028,OSS project & documentation,33392,Team_7695,1,44677,student9028,131297,80.00
1028,OSS project & documentation,33392,Team_7695,2,44647,student8989,131433,65.71
1028,OSS project & documentation,33392,Team_7695,2,44648,student8990,131409,68.57
1028,OSS project & documentation,33392,Team_7695,2,44650,student8992,131455,71.43
1028,OSS project & documentation,33392,Team_7695,2,44652,student8996,131355,71.43
1028,OSS project & documentation,33392,Team_7695,2,44655,student8999,131417,74.29
1028,OSS project & documentation,33392,Team_7695,2,44665,student9014,131385,62.86
1028,OSS project & documentation,33392,Team_7695,2,44669,student9019,131449,62.86
1028,OSS project & documentation,33392,Team_7695,2,44677,student9028,131394,56.67
1028,OSS project & documentation,33393,Team_9854,1,44634,student8975,131088,82.50
1028,OSS project & documentation,33393,Team_9854,1,44640,student8982,131284,85.71
1028,OSS project & documentation,33393,Team_9854,1,44644,student8986,131172,90.00
1028,OSS project & documentation,33393,Team_9854,1,44659,student9005,131268,82.50
1028,OSS project & documentation,33393,Team_9854,1,44663,student9011,131106,100.00
1028,OSS project & documentation,33393,Team_9854,1,44666,student9015,131216,93.33
1028,OSS project & documentation,33393,Team_9854,1,44684,student9035,131238,77.50
1028,OSS project & documentation,33393,Team_9854,1,44685,student9036,131128,97.50
1028,OSS project & documentation,33393,Team_9854,1,44686,student9037,131184,100.00
1028,OSS project & documentation,33393,Team_9854,1,44689,student9041,131196,95.00
1028,OSS project & documentation,33393,Team_9854,2,44634,student8975,131399,91.43
1028,OSS project & documentation,33393,Team_9854,2,44640,student8982,131500,85.71
1028,OSS project & documentation,33393,Team_9854,2,44644,student8986,131333,88.57
1028,OSS project & documentation,33393,Team_9854,2,44659,student9005,131477,97.14
1028,OSS project & documentation,33393,Team_9854,2,44666,student9015,131340,85.00
1028,OSS project & documentation,33393,Team_9854,2,44678,student9029,131312,100.00
1028,OSS project & documentation,33393,Team_9854,2,44684,student9035,131444,100.00
1028,OSS project & documentation,33393,Team_9854,2,44685,student9036,131465,100.00
1028,OSS project & documentation,33393,Team_9854,2,44686,student9037,131466,100.00
1028,OSS project & documentation,33393,Team_9854,2,44689,student9041,131502,82.86
1028,OSS project & documentation,33394,Team_4552,1,44693,student8847,131286,82.50
1028,OSS project & documentation,33394,Team_4552,1,44638,student8980,131270,100.00
1028,OSS project & documentation,33394,Team_4552,1,44646,student8988,131115,95.00
1028,OSS project & documentation,33394,Team_4552,1,44648,student8990,131094,100.00
1028,OSS project & documentation,33394,Team_4552,1,44658,student9003,131220,97.50
1028,OSS project & documentation,33394,Team_4552,1,44674,student9025,131234,92.50
1028,OSS project & documentation,33394,Team_4552,1,44679,student9030,131197,100.00
1028,OSS project & documentation,33394,Team_4552,1,44685,student9036,131131,92.50
1028,OSS project & documentation,33394,Team_4552,1,44686,student9037,131159,97.50
1028,OSS project & documentation,33394,Team_4552,1,44692,student9043,131274,87.50
